ID;Lat;Lon;Alt;Vel;Ax;Ay;Az;Mx;My;Mz
6;47.4733;19.0634166666667;113.5;0.02;0.057;0.029;0.976;33.92;-57.28;-57.76
6;47.4733;19.0634166666667;113.5;0.02;0.105;0.007;1.031;34.4;-56.32;-58.24
7;47.4733;19.0634166666667;113.5;0;0.108;-0.002;1.023;33.28;-56.96;-57.6
7;47.4733;19.0634166666667;113.5;0;0.07;0.002;0.996;33.28;-56.96;-57.6
7;47.4733;19.0634166666667;113.5;0;0.096;0.045;1.011;33.28;-56.96;-57.6
7;47.4733;19.0634166666667;113.5;0;0.09;-0.044;1.002;35.04;-57.12;-57.6
7;47.4733;19.0634166666667;113.5;0;0.085;0.058;1.017;35.04;-57.12;-57.6
7;47.4733;19.0634166666667;113.5;0;0.11;-0.08;1.023;35.04;-57.12;-57.6
7;47.4733;19.0634166666667;113.5;0;0.071;0.079;0.991;35.04;-57.12;-57.6
7;47.4733;19.0634166666667;113.5;0;0.136;-0.08;1.026;35.04;-57.12;-57.6
7;47.4733;19.0634166666667;113.5;0;0.091;0.064;0.975;35.04;-57.12;-57.6
7;47.4733;19.0634166666667;113.5;0;0.104;-0.059;1.032;34.88;-57.28;-56.48
7;47.4733;19.0634166666667;113.5;0;0.071;0.055;0.972;34.88;-57.28;-56.48
8;47.4733;19.0634166666667;113.5;0;0.067;0.055;0.98;34.88;-57.28;-56.48
9;47.4733;19.0634166666667;113.5;0;0.058;0.043;0.986;34.88;-57.28;-56.48
9;47.4733;19.0634166666667;113.5;0;0.116;-0.02;1.023;33.6;-57.6;-57.6
9;47.4733;19.0634166666667;113.5;0;0.055;0.037;1.002;33.6;-57.6;-57.6
9;47.4733;19.0634166666667;113.5;0;0.095;0.007;1.021;33.6;-57.6;-57.6
9;47.4733;19.0634166666667;113.5;0;0.072;0.003;0.996;33.6;-57.6;-57.6
9;47.4733;19.0634166666667;113.5;0;0.1;0.027;1.023;33.6;-57.6;-57.6
9;47.4733;19.0634166666667;113.5;0;0.112;-0.032;1.009;33.6;-57.6;-57.6
9;47.4733;19.0634166666667;113.5;0;0.075;0.062;0.999;33.6;-57.6;-57.6
9;47.4733;19.0634166666667;113.5;0;0.119;-0.085;1.027;33.6;-57.6;-57.6
9;47.4733;19.0634166666667;113.5;0;0.096;0.059;0.986;33.6;-57.6;-57.6
10;47.4733;19.0634166666667;113.5;0;0.06;0.046;0.967;35.2;-56.48;-56.8
10;47.4733;19.0634166666667;113.5;0;0.105;0.005;1.023;35.2;-56.48;-56.8
10;47.4733;19.0634166666667;113.5;0;0.069;0.07;0.968;34.4;-56.8;-57.12
10;47.4733;19.0634166666667;113.5;0;0.138;-0.017;1.019;34.4;-56.8;-57.12
10;47.4733;19.0634166666667;113.5;0;0.092;0.028;0.995;34.4;-56.8;-57.12
10;47.4733;19.0634166666667;113.5;0;0.123;0.017;1.04;34.4;-56.8;-57.12
10;47.4733;19.0634166666667;113.5;0;0.104;-0.034;1.014;34.4;-56.8;-57.12
10;47.4733;19.0634166666667;113.5;0;0.099;0.052;1.007;34.4;-56.8;-57.12
10;47.4733;19.0634166666667;113.5;0;0.117;-0.057;1.024;34.56;-56.48;-57.12
10;47.4733;19.0634166666667;113.5;0;0.055;0.075;0.996;34.56;-56.48;-57.12
10;47.4733;19.0634166666667;113.5;0;0.113;-0.07;1.023;34.56;-56.48;-57.12
10;47.4733;19.0634166666667;113.5;0;0.071;0.015;0.967;34.56;-56.48;-57.12
11;47.4733;19.0634166666667;113.5;0;0.066;-0.005;1.016;34.08;-57.28;-57.12
12;47.4733;19.0634166666667;113.5;0;0.125;0.002;1.028;34.4;-55.84;-57.92
12;47.4733;19.0634166666667;113.5;0;0.089;0.037;0.998;34.4;-55.84;-57.92
12;47.4733;19.0634166666667;113.5;0;0.13;-0.049;1.016;34.4;-55.84;-57.92
12;47.4733;19.0634166666667;113.5;0;0.085;0.042;0.976;34.4;-55.84;-57.92
12;47.4733;19.0634166666667;113.5;0;0.106;0.007;1.013;34.4;-55.84;-57.92
12;47.4733;19.0634166666667;113.5;0;0.074;0.01;0.983;34.4;-55.84;-57.92
12;47.4733;19.0634166666667;113.5;0;0.1;0.027;1.032;34.56;-57.6;-55.68
12;47.4733;19.0634166666667;113.5;0;0.104;-0.03;1.008;34.56;-57.6;-55.68
13;47.4733;19.0634166666667;113.5;0;0.05;0.005;1.023;34.56;-57.6;-55.68
14;47.4733;19.0634166666667;113.5;0;0.145;-0.052;1.023;34.56;-57.6;-55.68
14;47.4733;19.0634166666667;113.5;0;0.032;0.068;1.018;33.12;-57.12;-57.44
14;47.4733;19.0634166666667;113.5;0;0.086;-0.008;1.038;33.12;-57.12;-57.44
14;47.4733;19.0634166666667;113.5;0;0.077;-0.026;0.971;33.12;-57.12;-57.44
14;47.4733;19.0634166666667;113.5;0;0.125;0.012;1.021;33.12;-57.12;-57.44
14;47.4733;19.0634166666667;113.5;0;0.057;0.028;0.986;33.12;-57.12;-57.44
14;47.4733;19.0634166666667;113.5;0;0.099;0.035;1.023;33.12;-57.12;-57.44
14;47.4733;19.0634166666667;113.5;0;0.123;-0.044;1.011;34.88;-56.48;-58.4
14;47.4733;19.0634166666667;113.5;0;0.12;0.055;1.009;34.88;-56.48;-58.4
14;47.4733;19.0634166666667;113.5;0;0.144;-0.048;1.032;34.88;-56.48;-58.4
14;47.4733;19.0634166666667;113.5;0;0.084;0.06;0.986;34.88;-56.48;-58.4
14;47.4733;19.0634166666667;113.5;0;0.124;-0.041;1.032;34.88;-56.48;-58.4
15;47.4733;19.0634166666667;113.5;0.04;0.087;-0.013;1.04;34.56;-56.96;-57.28
15;47.4733;19.0634166666667;113.5;0.04;0.065;-0.01;0.982;34.56;-56.96;-57.28
15;47.4733;19.0634166666667;113.5;0.04;0.071;0.018;1.032;34.56;-56.96;-57.28
15;47.4733;19.0634166666667;113.5;0.04;0.074;-0.011;1.013;34.56;-56.96;-57.28
15;47.4733;19.0634166666667;113.5;0.04;0.091;0.001;1.009;34.56;-56.96;-57.28
